ID,Category,Company,date,headline,link,Sentiment,Positive Score,Negative Score,Neutral Score,Mixed Score
395,Social Media,Twitter,20180709,trump in tweet criticizes pfizer price increases,https://www.wsj.com/articles/trump-in-tweet-criticizes-pfizer-price-increases-1531165181,NEUTRAL,0.001073889,0.353463203,0.645339489,0.000123469
396,Healthcare,Pfizer,20180709,trump in tweet criticizes pfizer price increases,https://www.wsj.com/articles/trump-in-tweet-criticizes-pfizer-price-increases-1531165181,NEUTRAL,0.001073889,0.353463203,0.645339489,0.000123469
397,E-commerce,Amazon,20180709,logistics movers honeywell names former spacex amazon executive to run supply chain,https://www.wsj.com/articles/logistics-movers-honeywell-names-former-spacex-amazon-executive-to-run-supply-chain-1531164237,NEUTRAL,0.001890645,0.002643827,0.995463312,2.20E-06
398,Fast Food,Starbucks,20180709,starbucks plans to cut plastic straws from stores globally by 2020,https://www.wsj.com/articles/starbucks-plans-to-cut-plastic-straws-from-stores-globally-by-2020-1531134924,NEUTRAL,0.002137928,0.091772586,0.905981123,0.000108294
399,Healthcare,Pfizer,20180710,pfizer to roll back price increases after trump criticism,https://www.wsj.com/articles/pfizer-to-roll-back-price-increases-after-trump-criticism-1531265030,NEGATIVE,0.046841815,0.559748352,0.392945826,0.000463998
400,E-commerce,Walmart,20180710,walmart to enter new york citynot with a store but an ecommerce center,https://www.wsj.com/articles/walmart-to-enter-new-york-citynot-with-a-store-but-an-ecommerce-center-1531218600,NEUTRAL,0.121993005,0.070984669,0.806654155,0.000368183
401,Social Media,Twitter,20180711,twitter follower numbers to drop as it removed locked accounts,https://www.wsj.com/articles/twitter-follower-numbers-to-drop-as-it-removed-locked-accounts-1531338084,NEUTRAL,0.001377464,0.1370271,0.861560047,3.54E-05
402,Fast Food,Mc Donalds,20180711,former mcdonalds international executive to lead dunkin brands,https://www.wsj.com/articles/former-mcdonalds-international-executive-to-lead-dunkin-brands-1531318923,NEUTRAL,0.051760908,0.000948616,0.941624522,0.005665923
403,Healthcare,Pfizer,20180711,pfizer to reorganize business units,https://www.wsj.com/articles/pfizer-to-reorganize-business-units-1531310957,NEUTRAL,0.31805107,0.027020002,0.642280042,0.012648872
404,E-commerce,Amazon,20180711,alexa dont let my 2 year old talk to you that way,https://www.wsj.com/articles/alexa-dont-let-my-2-year-old-talk-to-you-that-way-1531229274,NEGATIVE,0.016047167,0.894751906,0.089192897,8.01E-06
405,E-commerce,Walmart,20180712,walmart in talks to move credit card partnership to capital one,https://www.wsj.com/articles/walmart-in-talks-to-move-credit-card-partnership-to-capital-one-1531421740,NEUTRAL,0.000603442,0.09976621,0.899612069,1.83E-05
406,Social Media,Facebook,20180712,sec probes why facebook didnt warn sooner on privacy lapse,https://www.wsj.com/articles/sec-probes-why-facebook-didnt-warn-sooner-on-privacy-lapse-1531422043,NEGATIVE,0.01420334,0.757799387,0.227973282,2.39E-05
407,Airline,Delta Air Lines,20180712,delta hit by higher fuel costs,https://www.wsj.com/articles/delta-hit-by-higher-fuel-costs-1531396327,NEGATIVE,0.11121764,0.450799465,0.437756389,0.000226566
408,Fast Food,Mc Donalds,20180713,mcdonalds pulls salads from 3 000 restaurants amid cyclospora illnesses,https://www.wsj.com/articles/mcdonalds-pulls-salads-from-3-000-restaurants-amid-cyclospora-illnesses-1531524254,NEUTRAL,0.127722427,0.016118739,0.856112123,4.66E-05
409,Social Media,Facebook,20180713,facebook gives researchers full access for election studies,https://www.wsj.com/articles/facebook-gives-researchers-full-access-for-election-studies-1531348942,NEUTRAL,0.052480482,0.00165143,0.945864141,3.93E-06
410,Airline,United Airlines Holdings,20180713,rod rosenstein calls for united front against russian interference,https://www.wsj.com/articles/rod-rosenstein-calls-for-united-front-against-russian-interference-1531515089,NEUTRAL,0.043627072,0.040674843,0.91568774,1.04E-05
411,E-commerce,Amazon,20180716,amazon website hit with glitches as shoppers seek prime day deals,https://www.wsj.com/articles/amazon-website-hit-with-glitches-as-shoppers-seek-prime-day-deals-1531773170,NEGATIVE,0.014303857,0.866259098,0.119388208,4.89E-05
412,Social Media,Twitter,20180716,tesla ceo elon musk lashes out at critic in latest twitter outburst,https://www.wsj.com/articles/tesla-ceo-elon-musk-lashes-out-at-critic-in-latest-twitter-outburst-1531752197,NEUTRAL,0.004284843,0.006986823,0.988710344,1.80E-05
413,Airline,United Airlines Holdings,20180717,united beats earnings expectations,https://www.wsj.com/articles/united-beats-earnings-expectations-1531859204,POSITIVE,0.533302605,0.002563261,0.463889033,0.000245038
414,Healthcare,UnitedHealth Group,20180717,unitedhealth raises profit outlook,https://www.wsj.com/articles/unitedhealth-raises-profit-outlook-1531826450,NEUTRAL,0.085489713,0.040645532,0.873857498,7.26E-06
415,Social Media,Facebook,20180717,publishing executives argue facebook is overly deferential to conservatives,https://www.wsj.com/articles/publishing-executives-argue-facebook-is-overly-deferential-to-conservatives-1531802201,NEGATIVE,0.003283199,0.579034925,0.417341352,0.000340587
416,E-commerce,Amazon,20180717,amazon foes walmart and microsoft deepen tech partnership,https://www.wsj.com/articles/amazon-foes-walmart-and-microsoft-deepen-tech-partnership-1531800060,NEUTRAL,0.003076993,0.065495946,0.931417406,9.66E-06
417,E-commerce,Walmart,20180717,amazon foes walmart and microsoft deepen tech partnership,https://www.wsj.com/articles/amazon-foes-walmart-and-microsoft-deepen-tech-partnership-1531800060,NEUTRAL,0.003076993,0.065495946,0.931417406,9.66E-06
418,Social Media,Facebook,20180718,facebook to start taking down posts that could lead to violence,https://www.wsj.com/articles/facebook-to-start-taking-down-posts-that-could-lead-to-violence-1531961913,NEGATIVE,0.000681877,0.799336135,0.199891061,9.10E-05
419,Social Media,Facebook,20180718,a family reunion thanks to facebook,https://www.wsj.com/articles/a-family-reunion-thanks-to-facebook-1531952694,POSITIVE,0.780196905,0.003063838,0.216703281,3.60E-05
420,Healthcare,UnitedHealth Group,20180718,unitedhealth is among suitors circling tenets conifer business,https://www.wsj.com/articles/unitedhealth-is-among-suitors-circling-tenets-conifer-business-1531950854,NEUTRAL,0.007309724,0.000801384,0.991887033,1.87E-06
421,E-commerce,Amazon,20180719,on amazon fake products plague smaller brands,https://www.wsj.com/articles/on-amazon-fake-products-plague-smaller-brands-1532001601,NEGATIVE,0.00186015,0.96223104,0.035760604,0.000148133
422,Social Media,Twitter,20180720,disney fires guardian of the galaxy director over offensive tweets,https://www.wsj.com/articles/disney-fires-guardian-of-the-galaxy-director-over-offensive-tweets-1532129576,MIXED,0.006912617,0.077079423,0.315313935,0.600694001
423,Social Media,Twitter,20180720,u s dollar falls after trump tweets about its strength,https://www.wsj.com/articles/u-s-dollar-falls-after-trump-tweets-about-its-strength-1532097417,NEGATIVE,0.010608116,0.817793727,0.171594173,4.05E-06
424,Fast Food,Starbucks,20180720,apple starbucks have an answer for the tight job market hand out stock,https://www.wsj.com/articles/apple-starbucks-have-an-answer-for-the-tight-job-market-hand-out-stock-1532095206,NEUTRAL,0.131372049,0.010783973,0.857798755,4.52E-05
425,Social Media,Facebook,20180720,facebook probing how analytics firm shares public user data,https://www.wsj.com/articles/facebook-probing-how-analytics-firm-shares-public-user-data-1532104502,NEUTRAL,0.004083191,0.125928894,0.869953275,3.46E-05
426,E-commerce,E-Bay,20180723,former ebay hp chief whitman invests in esports startup,https://www.wsj.com/articles/former-ebay-hp-chief-whitman-invests-in-esports-startup-1532388794,NEUTRAL,0.006313885,8.17E-05,0.993599653,4.86E-06
427,Social Media,Twitter,20180723,trump tweet on iran stirs oil markets,https://www.wsj.com/articles/trump-tweet-on-iran-stirs-oil-markets-1532343705,NEUTRAL,0.007408542,0.187323809,0.804608524,0.000659174
428,Social Media,Twitter,20180723,iran responds to trump tweet with warning against military action,https://www.wsj.com/articles/iran-responds-to-trump-tweet-with-warning-against-military-action-1532362011,NEUTRAL,0.016796287,0.1930428,0.788316071,0.001844777
429,Social Media,Twitter,20180723,trump threatens iran in late night tweet,https://www.wsj.com/articles/trump-threatens-iran-in-late-night-tweet-1532321498,NEGATIVE,0.000842629,0.672320843,0.326202363,0.000634184
430,Social Media,Twitter,20180724,european commission president set to face trump and his tweets,https://www.wsj.com/articles/european-commission-president-set-to-face-trump-and-his-tweets-1532473300,NEUTRAL,0.006118868,0.262964249,0.730815291,0.000101614
431,Social Media,Facebook,20180724,facebook setting up innovation hub in china in bid to boost presence,https://www.wsj.com/articles/facebook-setting-up-innovation-hub-in-china-in-bid-to-boost-presence-1532452700,NEUTRAL,0.087964721,0.000911164,0.911108017,1.61E-05
432,Airline,United Airlines Holdings,20180724,united technologies raises outlook as profit jumps,https://www.wsj.com/articles/united-technologies-raises-outlook-as-profit-jumps-1532431900,NEUTRAL,0.033655088,0.158633649,0.807428479,0.000282744
433,Social Media,Facebook,20180725,facebook revenue falls short of expectations,https://www.wsj.com/articles/facebook-revenue-falls-short-of-expectations-1532549650,NEGATIVE,0.001917278,0.987052977,0.011008294,2.15E-05
434,Social Media,Facebook,20180725,why does facebook think im political,https://www.wsj.com/articles/why-does-facebook-think-im-political-1532559704,NEGATIVE,0.001370716,0.650518894,0.348103613,6.66E-06
435,Social Media,Facebook,20180725,facebook is losing the best kind of friends,https://www.wsj.com/articles/facebook-is-losing-the-best-kind-of-friends-1532557463,NEGATIVE,0.013640881,0.934731543,0.050819926,0.000807708
436,Social Media,Facebook,20180725,facebook 2nd quarter earnings what to watch,https://www.wsj.com/articles/facebook-2nd-quarter-earnings-what-to-watch-1532496305,NEUTRAL,0.07132452,0.010018132,0.918651998,5.32E-06
437,Social Media,Facebook,20180726,investors unlike facebook,https://www.wsj.com/articles/investors-unlike-facebook-1532646054,NEUTRAL,0.008271158,0.023306156,0.968420804,1.97E-06
438,Fast Food,Starbucks,20180726,starbucks u s sales bump up after price hike,https://www.wsj.com/articles/starbucks-u-s-sales-bump-up-after-price-hike-1532641606,NEGATIVE,0.023263816,0.502743006,0.473855704,0.000137418
439,E-commerce,Amazon,20180726,amazon makes its payday,https://www.wsj.com/articles/amazon-makes-its-payday-1532643178,POSITIVE,0.471443385,0.085015222,0.443479598,6.18E-05
440,Social Media,Facebook,20180726,facebook under pressure to boost profits,https://www.wsj.com/articles/facebook-under-pressure-to-boost-profits-1532643063,NEGATIVE,0.067117229,0.71947515,0.212997004,0.000410653
441,Social Media,Facebook,20180726,where posting selfies on facebook can get you killed,https://www.wsj.com/articles/where-posting-selfies-on-facebook-can-get-you-killed-1532642302,NEGATIVE,0.016139891,0.678049564,0.305135041,0.00067551
442,Fast Food,Mc Donalds,20180726,mcdonalds revenue falls as company sells restaurants to franchisees,https://www.wsj.com/articles/mcdonalds-revenue-falls-as-company-sells-restaurants-to-franchisees-1532611803,NEUTRAL,0.013938151,0.003326894,0.982731164,3.76E-06
443,E-commerce,Walmart,20180726,walmart taps capital one for store cards dealing major blow to synchrony,https://www.wsj.com/articles/walmart-taps-capital-one-for-store-cards-dealing-major-blow-to-synchrony-1532626208,NEGATIVE,0.002757582,0.882296979,0.114890315,5.52E-05
444,Social Media,Facebook,20180726,swiss miss central bank flubs facebook,https://www.wsj.com/articles/swiss-miss-central-bank-flubs-facebook-1532638940,NEGATIVE,0.00125719,0.855586112,0.14315258,4.08E-06
445,Airline,United Airlines Holdings,20180726,united natural foods to buy grocery store chain supervalu,https://www.wsj.com/articles/united-natural-foods-to-buy-grocery-store-chain-supervalu-1532609694,NEUTRAL,0.005266376,0.000601129,0.994130671,1.83E-06
446,Social Media,Facebook,20180726,the conference call that shook investor faith in facebook,https://www.wsj.com/articles/the-conference-call-that-shook-investor-faith-in-facebook-1532589109,NEUTRAL,0.072380528,0.038611211,0.889003992,4.22E-06
447,Airline,Southwest Airlines,20180726,southwest ranks highest among airlines in management top 250,https://www.wsj.com/articles/southwest-ranks-highest-among-airlines-in-management-top-250-1532619538,NEUTRAL,0.069373995,0.002380416,0.928189814,5.58E-05
448,Social Media,Snapchat,20180726,changing channels tv station to snap up a 187 year old newspaper,https://www.wsj.com/articles/changing-channels-tv-station-to-snap-up-a-187-year-old-newspaper-1532598144,NEGATIVE,0.07510975,0.591207087,0.333457351,0.000225889
449,Social Media,Facebook,20180727,u k report calls for more oversight of tech companies such as facebook,https://www.wsj.com/articles/u-k-report-calls-for-more-oversight-of-tech-companies-such-as-facebook-1532728128,NEGATIVE,0.001488198,0.914979577,0.08352799,4.22E-06
450,Social Media,Twitter,20180727,twitter user numbers slip as it purges fake accounts,https://www.wsj.com/articles/twitter-user-numbers-slip-as-it-purges-fake-accounts-1532688887,NEGATIVE,0.000643814,0.904580951,0.094768576,6.70E-06
451,Fast Food,Starbucks,20180727,california high court rules starbucks must pay for off the clock work,https://www.wsj.com/articles/california-high-court-rules-starbucks-must-pay-for-off-the-clock-work-1532721371,NEUTRAL,0.005310512,0.189581841,0.801903248,0.003204392
452,Social Media,Facebook,20180727,facebook temporarily bans alex jones over video posts,https://www.wsj.com/articles/facebook-temporarily-bans-alex-jones-over-video-posts-1532721120,NEGATIVE,0.001151874,0.786210179,0.212624863,1.30E-05
453,Social Media,Twitter,20180727,twitter loses users but will advertisers follow,https://www.wsj.com/articles/twitter-loses-users-but-will-advertisers-follow-1532705997,NEGATIVE,0.002085374,0.600524068,0.397358358,3.22E-05
454,Social Media,Facebook,20180727,facebook isnt as cheap as it looks,https://www.wsj.com/articles/facebook-isnt-as-cheap-as-it-looks-1532685601,NEGATIVE,0.085249081,0.908517361,0.006100718,0.000132793
455,E-commerce,Walmart,20180728,walmart explores its own streaming service,https://www.wsj.com/articles/walmart-explores-its-own-streaming-service-1532775600,NEUTRAL,0.011161163,0.025108783,0.96372515,4.82E-06
456,E-commerce,Amazon,20180728,how sellers trick amazon to boost sales,https://www.wsj.com/articles/how-sellers-trick-amazon-to-boost-sales-1532750493,NEGATIVE,0.038598631,0.835992038,0.125201657,0.000207665
457,Social Media,Facebook,20180729,facebook robots turning the turing test on its head,https://www.wsj.com/articles/facebook-robots-turning-the-turing-test-on-its-head-1532888311,NEUTRAL,0.008909169,0.015537295,0.97543323,0.000120179
458,E-commerce,Amazon,20180730,amazon hq2 finding the perfect match,https://www.wsj.com/articles/amazon-hq2-finding-the-perfect-match-1532965394,POSITIVE,0.940596998,0.004879513,0.054484893,3.86E-05
459,Fast Food,Starbucks,20180730,starbucks ties up with alibabas ele me to deliver coffee in china,https://www.wsj.com/articles/starbucks-ties-up-with-alibabas-ele-me-to-deliver-coffee-in-china-1532954887,NEUTRAL,0.027953226,0.004421857,0.96760726,1.77E-05
460,E-commerce,Walmart,20180731,berkshire hathaways newest bet former sears properties,https://www.wsj.com/articles/berkshire-hathaways-newest-bet-former-sears-properties-1533079059,NEUTRAL,0.023388499,0.000925323,0.975684226,1.95E-06
461,Healthcare,Pfizer,20180731,pfizer to raise r d spending as pipeline focus sharpens,https://www.wsj.com/articles/pfizer-to-raise-r-d-spending-as-pipeline-focus-sharpens-1533039668,NEUTRAL,0.155616909,0.075223401,0.768893123,0.000266574
462,Social Media,Facebook,20180731,facebook removes fake accounts that displayed activity consistent with russian efforts during 2016 election,https://www.wsj.com/articles/facebook-removes-fake-accounts-that-displayed-activity-consistent-with-russian-efforts-during-2016-election-1533055712,NEUTRAL,0.015424885,0.233917028,0.750653505,4.59E-06
463,Social Media,Facebook,20180731,can we trust facebook and twitter,https://www.wsj.com/articles/can-we-trust-facebook-and-twitter-1533074266,NEUTRAL,0.301110774,0.007930017,0.690908313,5.09E-05
464,Social Media,Twitter,20180731,can we trust facebook and twitter,https://www.wsj.com/articles/can-we-trust-facebook-and-twitter-1533074266,NEUTRAL,0.301110774,0.007930017,0.690908313,5.09E-05
465,Social Media,Facebook,20180801,index quirk helps vanguard fund dodge facebook fall,https://www.wsj.com/articles/index-quirk-helps-vanguard-fund-dodge-facebook-fall-1533156065,NEUTRAL,0.04688897,0.002687283,0.950421691,2.01E-06
466,Social Media,Facebook,20180801,new facebook and instagram tools aim to curb your binge,https://www.wsj.com/articles/new-facebook-and-instagram-tools-aim-to-curb-your-binge-1533140376,NEUTRAL,0.174055472,0.022590842,0.803281248,7.25E-05
467,E-commerce,Walmart,20180802,sears franchise owners get caught in retailers woes,https://www.wsj.com/articles/sears-franchise-owners-get-caught-in-retailers-woes-1533211201,NEUTRAL,0.023670577,0.257874757,0.718448043,6.59E-06
468,Social Media,Facebook,20180802,facebook gives local newspapers tips on how to boost subscriptions,https://www.wsj.com/articles/facebook-gives-local-newspapers-tips-on-how-to-boost-subscriptions-1533207600,NEUTRAL,0.13189058,0.101158112,0.766925514,2.59E-05
469,Social Media,Twitter,20180802,for teslas elon musk twitter is sword against short sellers,https://www.wsj.com/articles/for-teslas-elon-musk-twitter-is-sword-against-short-sellers-1533216249,NEUTRAL,0.015814535,0.01014836,0.97379905,0.000238126
470,Social Media,Facebook,20180802,fake facebook accounts latched on to real u s protest groups,https://www.wsj.com/articles/fake-facebook-accounts-latched-on-to-real-u-s-protest-groups-1533202200,NEGATIVE,0.000134197,0.978986204,0.020878326,1.18E-06
471,Social Media,Twitter,20180803,house panel to invite twitter ceo dorsey to testify,https://www.wsj.com/articles/house-panel-to-invite-twitter-ceo-dorsey-to-testify-1533311429,NEUTRAL,0.019475723,0.000700393,0.979789078,3.49E-05
472,Social Media,Facebook,20180806,facebook to banks give us your data well give you our users,https://www.wsj.com/articles/facebook-to-banks-give-us-your-data-well-give-you-our-users-1533564049,NEUTRAL,0.040444985,0.011688773,0.947857618,8.63E-06
473,Social Media,Facebook,20180807,the facebook distraction,https://www.wsj.com/articles/the-facebook-distraction-1533682483,NEUTRAL,0.0310883,0.447731316,0.521157026,2.33E-05
474,Social Media,Facebook,20180807,italys unicredit has stopped advertising on facebook,https://www.wsj.com/articles/italys-unicredit-has-stopped-advertising-on-facebook-1533665929,NEGATIVE,0.002423121,0.673953831,0.323620409,2.66E-06
475,Social Media,Snapchat,20180807,snapchat parent snap posts its first loss in daily active users,https://www.wsj.com/articles/snapchat-parent-snap-posts-its-first-loss-in-daily-active-users-1533673045,NEGATIVE,0.005124993,0.498120606,0.496121347,0.000633078
476,Social Media,Snapchat,20180807,snap to mark latest test of social media growth,https://www.wsj.com/articles/snap-to-mark-latest-test-of-social-media-growth-1533664457,NEUTRAL,0.087879121,0.003895964,0.908209801,1.52E-05
477,Social Media,Facebook,20180807,dealpolitik for facebook and zuckerberg avoiding testimony in share case could cost 20 million an hour,https://www.wsj.com/articles/dealpolitik-for-facebook-and-zuckerberg-avoiding-testimony-in-share-case-could-cost-20-million-an-hour-1533646800,NEUTRAL,0.003377013,0.113654628,0.88292855,3.98E-05
478,E-commerce,Walmart,20180808,hostess sales suffer as walmart rearranges shelves,https://www.wsj.com/articles/hostess-sales-suffer-as-walmart-rearranges-shelves-1533753549,NEGATIVE,0.000238411,0.970020831,0.029738722,2.05E-06
479,Airline,United Airlines Holdings,20180808,united against putins poison,https://www.wsj.com/articles/united-against-putins-poison-1533767379,NEUTRAL,0.113391541,0.356371492,0.530192733,4.43E-05
480,Social Media,Twitter,20180808,twitter bucks silicon valley trend opts not to ban alex jones,https://www.wsj.com/articles/twitter-bucks-silicon-valley-trend-opts-not-to-ban-alex-jones-1533749258,NEUTRAL,0.00209261,0.014513141,0.98337847,1.57E-05
481,E-commerce,Walmart,20180808,cvs gets a boost from more prescription sales,https://www.wsj.com/articles/cvs-gets-a-boost-from-more-prescription-sales-1533730060,POSITIVE,0.644743204,0.004015039,0.351214737,2.70E-05
482,Social Media,Snapchat,20180808,stocks to watch tesla disney papa johns snap wendys cvs salesforce com,https://www.wsj.com/articles/stocks-to-watch-tesla-disney-papa-johns-snap-wendys-cvs-salesforce-com-1533734677,NEUTRAL,0.00541497,0.000810803,0.99376291,1.14E-05
483,E-commerce,Walmart,20180808,stocks to watch tesla disney papa johns snap wendys cvs salesforce com,https://www.wsj.com/articles/stocks-to-watch-tesla-disney-papa-johns-snap-wendys-cvs-salesforce-com-1533734677,NEUTRAL,0.00541497,0.000810803,0.99376291,1.14E-05
484,Social Media,Twitter,20180808,sec has made inquiries to tesla over elon musks taking private tweet,https://www.wsj.com/articles/sec-has-made-inquiries-to-tesla-over-elon-musks-taking-private-tweet-1533757570,NEUTRAL,0.002938352,0.017097147,0.97802037,0.001944166
485,Social Media,Facebook,20180808,worse than facebook and twitter,https://www.wsj.com/articles/worse-than-facebook-and-twitter-1533763957,NEGATIVE,5.08E-05,0.991409838,0.008537758,1.64E-06
486,Social Media,Twitter,20180808,worse than facebook and twitter,https://www.wsj.com/articles/worse-than-facebook-and-twitter-1533763957,NEGATIVE,5.08E-05,0.991409838,0.008537758,1.64E-06
487,Social Media,Twitter,20180808,elon musks twitter account am considering taking tesla private at 420,https://www.wsj.com/articles/elon-musks-twitter-account-am-considering-taking-tesla-private-at-420-1533661152,NEUTRAL,0.00939556,0.00165909,0.987500429,0.001444833
488,Social Media,Facebook,20180810,on facebook new rules to protect organizations profile pages,https://www.wsj.com/articles/on-facebook-new-rules-to-protect-organizations-profile-pages-1533935415,NEUTRAL,0.035778537,0.005364248,0.958845794,1.15E-05
489,Social Media,Twitter,20180811,no you cant vote via text or tweet,https://www.wsj.com/articles/no-you-cant-vote-via-text-or-tweet-1533985201,NEGATIVE,0.009773488,0.635298669,0.354811996,0.00011584
490,Social Media,Twitter,20180812,after tesla buyout tweet some investors wonder where was nasdaq,https://www.wsj.com/articles/after-tesla-buyout-tweet-some-investors-wonder-where-was-nasdaq-1534078800,NEUTRAL,0.003607594,0.354217827,0.642170727,3.88E-06
491,Social Media,Twitter,20180813,musks surprise tweet complicates teslas debt picture,https://www.wsj.com/articles/musks-surprise-tweet-complicates-teslas-debt-picture-1534165201,NEUTRAL,0.004799556,0.080203973,0.91478622,0.000210256
492,Social Media,Twitter,20180814,twitter suspends alex jones over new tweet,https://www.wsj.com/articles/twitter-suspends-alex-jones-over-new-tweet-1534303966,NEUTRAL,0.001527291,0.015538375,0.982662201,0.000272103
493,E-commerce,Walmart,20180814,sears ceos hedge fund offers 400 million for kenmore brand,https://www.wsj.com/articles/sears-ceos-hedge-fund-offers-400-million-for-kenmore-brand-1534282793,NEUTRAL,0.027350727,0.000390095,0.97225517,3.92E-06
494,Social Media,Twitter,20180814,musks tweets on tesla buyout face scrutiny after saudi disclosure,https://www.wsj.com/articles/musks-tweets-on-tesla-buyout-face-scrutiny-after-saudi-disclosure-1534244400,NEUTRAL,0.00229625,0.108707748,0.632377863,0.256618202
495,Social Media,Facebook,20180815,banks will lose patrons trust via facebook,https://www.wsj.com/articles/banks-will-lose-patrons-trust-via-facebook-1534352260,NEGATIVE,0.000351572,0.786541462,0.21310015,6.73E-06
496,E-commerce,Amazon,20180815,jack ryan returns this time on amazon,https://www.wsj.com/articles/jack-ryan-returns-this-time-on-amazon-1534345121,NEGATIVE,0.029190581,0.803112805,0.167688534,8.10E-06
497,E-commerce,Walmart,20180815,stocks to watch macys goldman sachs sears constellation performance food group energen agilent technologies viavi solutions,https://www.wsj.com/articles/stocks-to-watch-macys-goldman-sachs-sears-constellation-performance-food-group-energen-agilent-technologies-viavi-solutions-1534339756,NEUTRAL,0.019026741,0.000189304,0.980776727,7.26E-06
498,Social Media,Twitter,20180815,sec sends subpoena to tesla in probe over musk tweets,https://www.wsj.com/articles/sec-sends-subpoena-to-tesla-in-probe-over-musk-tweets-1534366752,NEUTRAL,0.051085453,0.106129348,0.716434717,0.126350418
499,Social Media,Facebook,20180815,whatsapp co founders rest and vest reward from facebook 450 million,https://www.wsj.com/articles/whatsapp-co-founders-rest-and-vest-reward-from-facebook-450-million-1534330920,NEUTRAL,0.046791334,0.001339832,0.95165503,0.000213749
500,E-commerce,Walmart,20180816,a big smiley face at walmart,https://www.wsj.com/articles/a-big-smiley-face-at-walmart-1534435181,POSITIVE,0.820254207,0.026121648,0.153510675,0.000113447
501,E-commerce,Walmart,20180816,stocks to watch walmart j c penney cisco symantec tesla freeport mcmoran best buy and netflix,https://www.wsj.com/articles/stocks-to-watch-walmart-j-c-penney-cisco-symantec-tesla-freeport-mcmoran-best-buy-and-netflix-1534425600,NEUTRAL,0.095820524,0.104845524,0.79928726,4.66E-05
502,E-commerce,Walmart,20180816,walmart rides strong consumer spending to fastest sales growth in over a decade,https://www.wsj.com/articles/walmart-rides-strong-consumer-spending-to-fastest-sales-growth-in-over-a-decade-1534419073,NEUTRAL,0.173844427,0.279417127,0.546730936,7.52E-06
503,Social Media,Twitter,20180817,an end to the presidents tweets wont stop the progressive press narrative,https://www.wsj.com/articles/an-end-to-the-presidents-tweets-wont-stop-the-progressive-press-narrative-1534524984,NEUTRAL,0.06013602,0.302319765,0.595727026,0.04181714
504,E-commerce,Amazon,20180817,orwell imagined siri alexa long before the internet,https://www.wsj.com/articles/orwell-imagined-siri-alexa-long-before-the-internet-1534524942,NEUTRAL,0.057837069,0.138204828,0.803935647,2.24E-05
505,Airline,Delta Air Lines,20180817,foxconn to build semiconductor plant in chinas pearl river delta,https://www.wsj.com/articles/foxconn-to-build-semiconductor-plant-in-chinas-pearl-river-delta-1534498173,NEUTRAL,0.003415664,0.003903618,0.992672622,8.06E-06
506,Airline,United Airlines Holdings,20180818,kofi annan former united nations secretary general dies at 80,https://www.wsj.com/articles/kofi-annan-former-united-nations-secretary-general-dies-at-80-1534586736,NEGATIVE,0.001231681,0.633022964,0.365736693,8.63E-06
507,E-commerce,Walmart,20180819,sears ceo puts his own board on the spot,https://www.wsj.com/articles/sears-ceo-puts-his-own-board-on-the-spot-1534687200,NEUTRAL,0.435135216,0.019280013,0.545581341,3.40E-06
508,E-commerce,Walmart,20180820,stocks to watch apple pepsico sears tesla estee lauder abbott laboratories tyson foods nike,https://www.wsj.com/articles/stocks-to-watch-apple-pepsico-sears-tesla-estee-lauder-abbott-laboratories-tyson-foods-nike-1534770634,NEUTRAL,0.001386966,0.015989119,0.982618809,5.17E-06
509,Social Media,Facebook,20180821,facebook pulls 652 fake accounts engaged in coordinated influence campaign,https://www.wsj.com/articles/facebook-pulls-652-fake-accounts-engaged-in-coordinated-influence-campaign-1534896500,NEGATIVE,0.000826749,0.585883439,0.413285673,4.16E-06
510,Social Media,Snapchat,20180821,stocks to watch tesla snap hertz bank of america fabrinet,https://www.wsj.com/articles/stocks-to-watch-tesla-snap-hertz-bank-of-america-fabrinet-1534848552,NEUTRAL,0.011442276,0.010585942,0.977893829,7.80E-05
511,Social Media,Facebook,20180822,facebook bans quiz app that captured data of four million users,https://www.wsj.com/articles/facebook-bans-quiz-app-that-captured-data-of-four-million-users-1534992464,NEUTRAL,0.002948965,0.32838577,0.668519139,0.000146132
512,Social Media,Facebook,20180822,facebook to remove data security app from apple store,https://www.wsj.com/articles/facebook-to-remove-data-security-app-from-apple-store-1534975340,NEUTRAL,0.014346024,0.027154425,0.95789814,0.000601385
513,E-commerce,Walmart,20180822,lowes to close orchard supply stores recruits cvs finance chief,https://www.wsj.com/articles/lowes-to-close-orchard-supply-stores-recruits-cvs-finance-chief-1534942197,NEUTRAL,0.004202639,0.003418772,0.992372632,6.04E-06
514,Social Media,Twitter,20180823,trump tweet on south african land reform draws governments ire,https://www.wsj.com/articles/trump-tweet-on-south-african-land-reform-draws-governments-ire-1535017460,NEUTRAL,0.011677928,0.017144527,0.952827632,0.018349959
515,E-commerce,Walmart,20180823,sears closing 46 more stores,https://www.wsj.com/articles/sears-closing-46-more-stores-1535037124,NEUTRAL,0.019352183,0.072331943,0.908313334,2.52E-06
516,E-commerce,Amazon,20180823,who killed toys r us hint it wasnt only amazon,https://www.wsj.com/articles/who-killed-toys-r-us-hint-it-wasnt-only-amazon-1535034401,NEGATIVE,0.013836474,0.78197968,0.204172879,1.10E-05
